,Anno di costruzione,Aria Condizionata,Arredamento,Ascensore,Bagni,Balcone,Box,Cantina,Condizioni,Giardino,Locali,MQ Box,MQ Giardino,Metri quadri,Piano,Piscina,Portineria,Prezzo,Riscaldamento,Soffitta,Spese condominiali,Stato al rogito,Terrazzo,Distretto
988,1900,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,30,1 di 4 piani,0,0,€ 350 al mese,autonomo,0,€ 40/mese,0,0,centro-giardini-reali-repubblica
989,1900,assente,non arredato,Sì,1,0,0,0,abitabile,0,1,0,0,25,4 di 4 piani,0,0,€ 200 al mese,autonomo,0,€ 30/mese,0,0,centro-giardini-reali-repubblica
990,1900,0,completamente arredato,Sì,1,Sì,0,0,0,comune,4,0,0,110,1 di 4 piani,0,0,€ 975 al mese,autonomo,0,€ 164/mese,0,0,centro-giardini-reali-repubblica
991,1900,autonoma,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,40,piano rialzato,0,0,€ 650 al mese,autonomo,0,€ 20/mese,0,0,centro-giardini-reali-repubblica
992,1900,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,45,4 di 6 piani,0,0,€ 400 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
993,0,assente,completamente arredato,0,2,0,0,0,abitabile,0,3,0,0,67,piano terra di 2 piani,0,0,€ 550 al mese,centralizzato,0,€ 150/mese,0,0,centro-giardini-reali-repubblica
994,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,55,5,0,0,€ 550 al mese,centralizzato,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
995,1900,0,0,Sì,1,0,0,0,ristrutturato,0,2,0,0,55,3 di 4 piani,0,0,€ 720 al mese,autonomo,0,€ 40/mese,libero,0,centro-giardini-reali-repubblica
996,0,autonoma,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,40,3,0,0,€ 490 al mese,autonomo,0,€ 30/mese,0,0,centro-giardini-reali-repubblica
997,2012,centralizzata,completamente arredato,Sì,1,0,0,Sì,nuovo,0,2,0,0,52,4 di 5 piani,0,Sì,€ 1.100 al mese,centralizzato,0,€ 150/mese,0,0,centro-giardini-reali-repubblica
998,1870,assente,completamente arredato,Sì,2,Sì,0,Sì,abitabile,0,4,0,0,120,1 di 3 piani,0,0,€ 750 al mese,autonomo,0,€ 85/mese,0,0,centro-giardini-reali-repubblica
999,1800,centralizzata,completamente arredato,Sì,2,0,0,0,ristrutturato,0,3,0,0,95,5 di 5 piani,0,0,€ 1.050 al mese,autonomo,0,€ 150/mese,0,0,centro-giardini-reali-repubblica
1000,1800,centralizzata,completamente arredato,0,1,Sì,0,0,ristrutturato,0,3,0,0,95,1 di 2 piani,0,0,€ 1.100 al mese,autonomo,0,€ 100/mese,0,Sì,centro-giardini-reali-repubblica
1001,1940,0,completamente arredato,Sì,1,0,0,0,0,0,1,0,0,55,0,0,0,€ 550 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1002,1911,0,parzialmente arredato,Sì,1,Sì,0,0,ristrutturato,0,3,0,0,102,4 di 5 piani,0,Sì,€ 950 al mese,centralizzato,0,€ 90/mese,0,0,centro-giardini-reali-repubblica
1003,0,assente,non arredato,0,0,0,0,0,ristrutturato,0,6,0,0,220,su più livelli di 2 piani,0,0,€ 1.300 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1004,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,40,1 di 2 piani,0,0,€ 1.100 al mese,autonomo,0,€ 150/mese,libero,0,centro-giardini-reali-repubblica
1005,0,0,completamente arredato,0,0,Sì,0,Sì,0,0,0,0,0,45,0,0,0,€ 580 al mese,0,0,0,occupato,0,centro-giardini-reali-repubblica
1006,1900,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,1,0,0,30,2 di 3 piani,0,0,€ 310 al mese,autonomo,0,€ 40/mese,0,0,centro-giardini-reali-repubblica
1007,1800,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,70,ultimo di 4 piani,0,0,€ 600 al mese,autonomo,0,€ 70/mese,0,0,centro-giardini-reali-repubblica
1008,1900,0,completamente arredato,Sì,1,Sì,0,0,0,0,2,0,0,60,2 di 4 piani,0,0,€ 700 al mese,centralizzato cont. ind.,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1009,0,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,45,2 di 4 piani,0,0,€ 440 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1010,0,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,35,4 di 5 piani,0,0,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1011,1960,autonoma,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,6,0,Sì,€ 750 al mese,centralizzato,0,€ 50/mese,libero,0,centro-giardini-reali-repubblica
1012,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,5,0,0,130,5 di 7 piani,0,0,€ 700 al mese,centralizzato cont. ind.,0,€ 100/mese,0,0,centro-giardini-reali-repubblica
1013,1930,autonoma,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,1,0,Sì,€ 600 al mese,autonomo,0,€ 20/mese,0,0,centro-giardini-reali-repubblica
1014,1800,autonoma,non arredato,Sì,1,0,0,0,abitabile,0,2,0,0,60,1,0,0,€ 800 al mese,centralizzato,0,€ 150/mese,libero,0,centro-giardini-reali-repubblica
1015,1900,autonoma,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,55,5 di 5 piani,0,Sì,€ 600 al mese,autonomo,0,€ 80/mese,0,0,centro-giardini-reali-repubblica
1016,0,0,non arredato,0,1,0,0,0,abitabile,0,2,0,0,40,3,0,0,€ 600 al mese,centralizzato,0,€ 25/mese,libero,0,centro-giardini-reali-repubblica
1017,0,assente,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,30,5 di 5 piani,0,0,€ 400 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1018,1900,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,piano terra di 4 piani,0,0,€ 550 al mese,0,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1019,1800,autonoma,completamente arredato,Sì,2,0,0,0,ristrutturato,0,5,0,0,165,5 di 5 piani,0,0,€ 1.400 al mese,autonomo,0,€ 150/mese,libero,0,centro-giardini-reali-repubblica
1020,0,0,0,Sì,1,0,0,0,0,0,2,0,0,58,3 di 7 piani,0,0,€ 1.300 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1021,1800,0,completamente arredato,Sì,1,0,1,0,abitabile,0,2,0,0,90,ultimo,0,0,€ 1.000 al mese,centralizzato,0,€ 70/mese,affittato,0,centro-giardini-reali-repubblica
1022,0,autonoma,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,70,2 di 4 piani,0,0,€ 800 al mese,centralizzato,0,€ 80/mese,libero,0,centro-giardini-reali-repubblica
1023,0,0,0,Sì,2,Sì,0,0,abitabile,0,5,0,0,125,2 di 3 piani,0,0,€ 2.000 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1024,1800,0,0,Sì,3,Sì,0,0,ristrutturato,comune,0,0,0,220,2 di 5 piani,0,0,€ 2.300 al mese,autonomo,0,0,0,Sì,centro-giardini-reali-repubblica
1025,1900,0,completamente arredato,Sì,1,0,1,Sì,ristrutturato,0,2,0,0,85,4 di 5 piani,0,0,€ 850 al mese,centralizzato,0,0,libero,0,centro-giardini-reali-repubblica
1026,0,autonoma,parzialmente arredato,Sì,2,Sì,0,0,ristrutturato,0,5,0,0,140,su più livelli,0,0,€ 1.600 al mese,centralizzato,0,0,libero,0,centro-giardini-reali-repubblica
1027,1930,0,completamente arredato,Sì,0,0,0,0,ristrutturato,0,0,0,0,44,ultimo di 5 piani,0,0,€ 450 al mese,autonomo,0,€ 75/mese,0,0,centro-giardini-reali-repubblica
1028,0,assente,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,45,piano rialzato di 5 piani,0,Sì,€ 600 al mese,centralizzato,0,0,libero,0,centro-giardini-reali-repubblica
1029,1970,0,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,65,6,0,Sì,€ 560 al mese,centralizzato,0,€ 45/mese,0,0,centro-giardini-reali-repubblica
1030,1900,0,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,30,3,0,0,€ 400 al mese,autonomo,0,€ 20/mese,0,0,centro-giardini-reali-repubblica
1031,0,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,70,3,0,0,€ 400 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1032,1600,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,40,ultimo di 4 piani,0,0,€ 550 al mese,0,0,€ 30/mese,0,0,centro-giardini-reali-repubblica
1033,0,0,0,0,1,0,0,0,abitabile,0,3,0,0,70,3 di 3 piani,0,0,€ 400 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1034,1920,0,parzialmente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,45,1,0,0,€ 400 al mese,centralizzato,0,€ 50/mese,0,Sì,centro-giardini-reali-repubblica
1035,0,centralizzata,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,50,4 di 5 piani,0,0,€ 1.400 al mese,centralizzato,0,0,libero,Sì,centro-giardini-reali-repubblica
1036,1910,0,completamente arredato,0,1,Sì,0,Sì,ristrutturato,0,3,0,0,37,3 di 4 piani,0,0,€ 600 al mese,autonomo,0,€ 50/mese,libero,0,centro-giardini-reali-repubblica
1037,1900,autonoma,completamente arredato,Sì,2,0,0,0,abitabile,0,4,0,0,124,5 di 5 piani,0,0,€ 1.100 al mese,autonomo,0,€ 100/mese,0,0,centro-giardini-reali-repubblica
1038,1900,0,completamente arredato,Sì,1,0,0,0,abitabile,0,2,0,0,65,3 di 5 piani,0,Sì,€ 500 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1039,1900,autonoma,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,22,4 di 4 piani,0,0,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1040,0,autonoma,completamente arredato,Sì,1,0,0,0,nuovo,0,2,0,0,52,3 di 3 piani,0,0,€ 800 al mese,centralizzato,0,0,libero,0,centro-giardini-reali-repubblica
1041,1970,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,4,0,0,100,3 di 5 piani,0,Sì,€ 700 al mese,centralizzato cont. ind.,0,€ 100/mese,libero,0,centro-giardini-reali-repubblica
1042,1800,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,25,5,0,0,€ 370 al mese,autonomo,0,€ 35/mese,libero,0,centro-giardini-reali-repubblica
1043,1900,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,1,0,0,30,ultimo,0,0,€ 390 al mese,autonomo,0,€ 40/mese,0,0,centro-giardini-reali-repubblica
1044,1940,autonoma,0,Sì,1,0,0,0,ristrutturato,0,1,0,0,22,ultimo di 4 piani,0,0,€ 450 al mese,autonomo,0,€ 150/mese,0,0,centro-giardini-reali-repubblica
1045,1900,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,20,5,0,0,€ 320 al mese,centralizzato,0,€ 50/mese,libero,0,centro-giardini-reali-repubblica
1046,1880,0,completamente arredato,Sì,2,Sì,0,Sì,ristrutturato,0,5,0,0,143,3 di 5 piani,0,0,€ 1.300 al mese,centralizzato,0,€ 141/mese,0,0,centro-giardini-reali-repubblica
1047,1900,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,30,1 di 5 piani,0,0,€ 380 al mese,autonomo,0,€ 30/mese,libero,0,centro-giardini-reali-repubblica
1048,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,40,5,0,0,€ 600 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1049,0,0,completamente arredato,0,1,0,0,Sì,ristrutturato,0,2,0,0,40,5,0,0,€ 430 al mese,autonomo,0,0,0,Sì,centro-giardini-reali-repubblica
1050,0,0,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,55,3,0,0,€ 400 al mese,centralizzato cont. ind.,0,0,0,0,centro-giardini-reali-repubblica
1051,0,0,0,Sì,1,Sì,0,0,0,0,2,0,0,30,5 di 5 piani,0,0,€ 399 al mese,autonomo,0,€ 25/mese,0,0,centro-giardini-reali-repubblica
1052,0,0,0,0,1,0,0,0,0,0,1,0,0,27,0,0,0,€ 360 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1053,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,20,2,0,0,€ 370 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1054,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,25,4,0,0,€ 400 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1055,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,35,piano rialzato di 4 piani,0,0,€ 430 al mese,centralizzato cont. ind.,0,€ 70/mese,0,0,centro-giardini-reali-repubblica
1056,1880,0,completamente arredato,Sì,1,Sì,0,0,0,0,6,0,0,140,2 di 5 piani,0,Sì,€ 1.100 al mese,centralizzato,0,€ 100/mese,libero,0,centro-giardini-reali-repubblica
1057,1880,0,completamente arredato,Sì,1,Sì,0,0,0,0,5,0,0,140,3,0,0,€ 1.100 al mese,centralizzato,0,€ 100/mese,libero,0,centro-giardini-reali-repubblica
1058,0,0,0,0,1,0,0,0,0,0,3,0,0,70,0,0,0,€ 570 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1059,0,0,0,0,1,0,0,0,0,0,2,0,0,60,0,0,0,€ 1.000 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1060,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,30,5,0,0,€ 390 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1061,0,0,0,Sì,1,Sì,0,0,0,0,2,0,0,40,5 di 5 piani,0,0,€ 500 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1062,0,0,completamente arredato,Sì,1,0,0,0,0,0,2,0,0,40,5,0,0,€ 550 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1063,0,0,0,0,1,0,0,0,0,0,3,0,0,60,0,0,0,€ 620 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1064,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,30,5,0,0,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1065,0,0,0,0,1,0,0,0,0,0,1,0,0,35,0,0,0,€ 350 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1066,0,assente,completamente arredato,0,1,Sì,0,0,abitabile,0,2,0,0,35,4 di 5 piani,0,0,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1067,0,assente,completamente arredato,Sì,1,0,0,0,ristrutturato,comune,2,0,0,55,5 di 5 piani,0,0,€ 470 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1068,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,1,0,0,20,1,0,0,€ 260 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1069,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,25,5,0,0,€ 350 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1070,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,65,4,0,0,€ 450 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1071,1970,autonoma,completamente arredato,Sì,1,Sì,0,Sì,abitabile,comune,2,0,0,65,su più livelli di 7 piani,0,Sì,€ 550 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1072,1930,0,completamente arredato,Sì,1,0,0,0,abitabile,0,3,0,0,78,3,0,0,€ 900 al mese,centralizzato,0,€ 125/mese,0,0,centro-giardini-reali-repubblica
1073,0,0,0,Sì,1,Sì,0,0,0,0,1,0,0,35,5 di 5 piani,0,0,€ 290 al mese,autonomo,0,€ 30/mese,0,0,centro-giardini-reali-repubblica
1074,0,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,42,4,0,0,€ 400 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1075,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,25,4,0,0,€ 450 al mese,centralizzato cont. ind.,0,0,0,0,centro-giardini-reali-repubblica
1076,1700,0,parzialmente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,2,0,0,52,3 di 4 piani,0,0,€ 450 al mese,autonomo,0,€ 35/mese,libero,0,centro-giardini-reali-repubblica
1077,1938,assente,parzialmente arredato,Sì,2,Sì,0,Sì,abitabile,0,4,0,0,150,6 di 6 piani,0,Sì,€ 1.200 al mese,centralizzato,0,€ 185/mese,0,0,centro-giardini-reali-repubblica
1078,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,1,0,0,33,5,0,0,€ 290 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1079,1960,assente,completamente arredato,Sì,1,Sì,0,0,abitabile,0,3,0,0,70,7 di 7 piani,0,0,€ 650 al mese,centralizzato cont. ind.,0,0,0,0,centro-giardini-reali-repubblica
1080,1900,0,completamente arredato,Sì,1,0,0,0,0,0,4,0,0,100,0,0,0,€ 1.000 al mese,0,0,€ 100/mese,0,0,centro-giardini-reali-repubblica
1081,1960,autonoma,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,60,6,0,Sì,€ 750 al mese,centralizzato,0,€ 50/mese,libero,0,centro-giardini-reali-repubblica
1082,1700,0,non arredato,Sì,0,0,0,0,abitabile,0,3,0,0,63,su più livelli,0,Sì,€ 700 al mese,centralizzato,0,€ 41/mese,0,0,centro-giardini-reali-repubblica
1083,0,0,0,0,1,0,0,0,0,0,1,0,0,35,0,0,0,€ 550 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1084,0,autonoma,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,40,3,0,0,€ 490 al mese,autonomo,0,€ 30/mese,0,0,centro-giardini-reali-repubblica
1085,0,0,completamente arredato,Sì,1,Sì,0,0,0,0,3,0,0,71,0,0,0,€ 550 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1086,0,0,parzialmente arredato,Sì,1,Sì,0,0,ristrutturato,0,2,0,0,35,0,0,0,€ 325 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1087,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,€ 450 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1088,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,25,1,0,0,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1089,0,0,0,0,1,0,0,0,0,0,1,0,0,20,6 di 6 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1090,1900,assente,completamente arredato,0,2,Sì,0,0,abitabile,0,4,0,0,90,1 di 5 piani,0,Sì,€ 880 al mese,centralizzato cont. ind.,0,€ 200/mese,0,0,centro-giardini-reali-repubblica
1091,0,0,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,70,3,0,0,€ 600 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1092,1850,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,4 di 4 piani,0,0,€ 430 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1093,0,0,0,0,1,0,0,0,0,0,1,0,0,20,0,0,0,€ 350 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1094,0,0,0,Sì,1,Sì,0,0,0,0,1,0,0,25,5 di 5 piani,0,0,€ 300 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1095,0,0,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,0,3,0,0,55,5 di 5 piani,0,0,€ 450 al mese,centralizzato cont. ind.,0,0,0,Sì,centro-giardini-reali-repubblica
1096,1800,0,completamente arredato,0,1,0,0,0,ristrutturato,comune,2,0,0,60,piano rialzato di 5 piani,0,0,€ 600 al mese,centralizzato,0,€ 35/mese,libero,0,centro-giardini-reali-repubblica
1097,0,0,0,0,1,Sì,0,0,0,0,3,0,0,70,6 di 6 piani,0,0,€ 550 al mese,autonomo,0,0,0,Sì,centro-giardini-reali-repubblica
1098,0,0,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,30,2,0,0,€ 360 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1099,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,25,5,0,0,€ 280 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1100,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,3,0,0,55,5 di 5 piani,0,0,€ 520 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1101,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,60,1 di 2 piani,0,0,€ 1.000 al mese,autonomo,0,€ 10/mese,libero,0,centro-giardini-reali-repubblica
1102,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,100,4 di 5 piani,0,0,€ 1.200 al mese,autonomo,0,€ 10/mese,libero,0,centro-giardini-reali-repubblica
1103,1960,0,non arredato,Sì,1,Sì,0,Sì,abitabile,0,3,0,0,70,3 di 4 piani,0,0,€ 500 al mese,centralizzato,0,€ 42/mese,0,0,centro-giardini-reali-repubblica
1104,0,0,non arredato,Sì,1,Sì,0,0,abitabile,0,4,0,0,90,4,0,Sì,€ 550 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1105,0,0,completamente arredato,Sì,1,Sì,0,0,abitabile,0,2,0,0,40,1,0,0,€ 600 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1106,0,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,40,6,0,0,€ 600 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1107,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,1,0,0,30,5,0,Sì,€ 350 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1108,0,0,completamente arredato,Sì,1,0,0,0,abitabile,0,3,0,0,60,5,0,0,€ 550 al mese,centralizzato cont. ind.,0,0,0,Sì,centro-giardini-reali-repubblica
1109,0,0,completamente arredato,Sì,1,Sì,0,0,ristrutturato,0,1,0,0,32,4,0,0,€ 470 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1110,0,0,completamente arredato,0,1,0,0,0,ristrutturato,0,1,0,0,35,piano terra di 4 piani,0,Sì,€ 480 al mese,autonomo,0,€ 80/mese,0,0,centro-giardini-reali-repubblica
1111,2017,0,0,Sì,1,Sì,0,0,nuovo,0,2,0,0,45,4 di 5 piani,0,0,€ 850 al mese,centralizzato,0,€ 150/mese,0,0,centro-giardini-reali-repubblica
1112,1900,assente,completamente arredato,0,1,0,0,0,abitabile,0,3,0,0,100,2 di 3 piani,0,0,€ 1.500 al mese,autonomo,0,€ 150/mese,libero,0,centro-giardini-reali-repubblica
1113,1800,centralizzata,completamente arredato,Sì,1,Sì,0,Sì,ristrutturato,comune,2,0,0,48,3 di 4 piani,0,0,€ 650 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1114,0,0,0,0,1,0,0,0,0,0,1,0,0,40,0,0,0,€ 420 al mese,0,0,0,0,0,centro-giardini-reali-repubblica
1115,0,0,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,5,0,0,130,5 di 7 piani,0,0,€ 700 al mese,centralizzato cont. ind.,0,€ 100/mese,0,0,centro-giardini-reali-repubblica
1116,2006,assente,completamente arredato,Sì,1,Sì,0,Sì,abitabile,0,2,0,0,45,3 di 6 piani,0,0,€ 850 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1117,1930,autonoma,completamente arredato,0,1,0,1,Sì,nuovo,0,2,16,0,75,1,0,Sì,Trattativa riservata,centralizzato,0,€ 240/mese,0,Sì,centro-giardini-reali-repubblica
1118,0,0,0,Sì,1,Sì,0,0,0,0,3,0,0,75,7 di 7 piani,0,0,€ 690 al mese,centralizzato,0,0,0,0,centro-giardini-reali-repubblica
1119,0,assente,completamente arredato,Sì,1,0,0,0,ristrutturato,0,1,0,0,15,5,0,0,€ 250 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1120,1930,autonoma,completamente arredato,0,1,0,0,0,abitabile,0,2,0,0,45,1,0,Sì,€ 600 al mese,autonomo,0,€ 20/mese,0,0,centro-giardini-reali-repubblica
1121,1880,0,completamente arredato,Sì,1,0,0,0,ristrutturato,0,2,0,0,45,piano terra di 5 piani,0,0,€ 380 al mese,autonomo,0,€ 25/mese,0,0,centro-giardini-reali-repubblica
1122,1800,assente,completamente arredato,Sì,1,0,0,0,abitabile,0,1,0,0,36,2 di 5 piani,0,0,€ 500 al mese,autonomo,0,€ 50/mese,libero,0,centro-giardini-reali-repubblica
1123,1600,assente,completamente arredato,0,1,0,0,0,abitabile,0,1,0,0,45,4 di 4 piani,0,0,€ 600 al mese,autonomo,0,€ 50/mese,0,0,centro-giardini-reali-repubblica
1124,1800,0,completamente arredato,0,1,Sì,0,Sì,abitabile,0,3,0,0,75,2 di 4 piani,0,0,€ 600 al mese,autonomo,0,€ 20/mese,0,0,centro-giardini-reali-repubblica
1125,1900,0,non arredato,0,2,Sì,0,0,ristrutturato,0,4,0,0,90,2 di 4 piani,0,0,€ 1.000 al mese,centralizzato cont. ind.,0,€ 65/mese,0,0,centro-giardini-reali-repubblica
1126,0,0,completamente arredato,0,1,Sì,0,0,abitabile,0,1,0,0,35,3,0,0,€ 440 al mese,autonomo,0,0,0,0,centro-giardini-reali-repubblica
1127,1800,autonoma,non arredato,Sì,1,0,0,0,abitabile,0,2,0,0,60,1,0,0,€ 800 al mese,centralizzato,0,€ 150/mese,libero,0,centro-giardini-reali-repubblica
1128,1900,autonoma,completamente arredato,Sì,1,0,0,0,ristrutturato,comune,3,0,0,50,2 di 6 piani,0,0,€ 980 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
1129,1900,0,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,53,1 di 4 piani,0,0,€ 580 al mese,autonomo,0,€ 30/mese,libero,0,centro-giardini-reali-repubblica
1130,0,assente,completamente arredato,0,1,Sì,0,0,ristrutturato,0,2,0,0,40,1 di 1 piani,0,0,€ 470 al mese,autonomo,0,0,libero,0,centro-giardini-reali-repubblica
