;Contratto;Zona;Tipologia;Superficie;Locali;Piano;Tipo proprietà;Prezzo;Spese condominio;Spese riscaldamento;Anno di costruzione;Stato;Riscaldamento;Climatizzatore;Classe energetica
1128;               Affitto, libero            ;lucento;Intera proprietà;35;1;2°;Intera proprietà;350;;;1980.0;ottimo/ristrutturato;autonomo;assente;               B              
1129;               Affitto, transitorio            ;lucento;Intera proprietà;59;2;6°;Intera proprietà;390;83;;1962.0;buono/abitabile;centralizzato;None;
1130;               Affitto            ;lucento;Intera proprietà;50;2;Ultimo;Intera proprietà;450;;;;;;None;               F              
1131;               Affitto, 4+4            ;lucento;Intera proprietà;66;2;4°;Intera proprietà;400;50;50.0;;buono/abitabile;centralizzato;assente;
1132;               Affitto, 4+4            ;lucento;Intera proprietà;55;2;Piano;Intera proprietà;550;45;41.0;1965.0;ottimo/ristrutturato;centralizzato;assente;
1133;               Affitto            ;lucento;Intera proprietà;78;3;3°;Intera proprietà;630;;;;ottimo/ristrutturato;centralizzato;None;               D              
1134;               Affitto            ;lucento;Intera proprietà;55;2;5°;Intera proprietà;380;;;1960.0;buono/abitabile;centralizzato;None;               G              
1135;               Affitto, 4+4            ;lucento;Intera proprietà;55;2;3°;Intera proprietà;420;46;54.0;1960.0;buono/abitabile;centralizzato;None;
1136;               Affitto, transitorio            ;lucento;Intera proprietà;64;2;1°;Intera proprietà;236;32;;;buono/abitabile;autonomo;None;               C              
1137;               Affitto            ;lucento;Intera proprietà;45;2;2°;Intera proprietà;495;45;;;ottimo/ristrutturato;autonomo;None;               A2              
1138;               Affitto, 4+4            ;lucento;Intera proprietà;30;1;2°;;320;40;;;;autonomo;assente;
1139;               Affitto, 4+4            ;lucento;Intera proprietà;45;2;Piano;Intera proprietà;530;50;;1960.0;buono/abitabile;;None;
1140;               Affitto            ;lucento;Intera proprietà;50;2;Piano;Intera proprietà;360;40;;1970.0;buono/abitabile;centralizzato;assente;               G              
1141;               Affitto, libero            ;lucento;Intera proprietà;70;3;4°;Intera proprietà;395;40;70.0;1950.0;ottimo/ristrutturato;centralizzato;assente;               G              
1142;               Affitto            ;lucento;Intera proprietà;40;1;1°;Intera proprietà;590;190;;;ottimo/ristrutturato;autonomo;presente;               A+              
1143;               Affitto            ;lucento;Intera proprietà;80;3;1°;Intera proprietà;360;;;;ottimo/ristrutturato;autonomo;None;               C              
1144;               Affitto            ;lucento;Intera proprietà;115;4;3°;Classe immobile signorile;750;150;;;buono/abitabile;centralizzato;None;
1145;               Affitto, 4+4            ;lucento;Intera proprietà;50;2;3°;Intera proprietà;400;50;60.0;1960.0;buono/abitabile;centralizzato;None;
1146;               Affitto            ;madonna-di-campagna;Intera proprietà;80;3;3°;Intera proprietà;420;70;37.0;1970.0;buono/abitabile;centralizzato;assente;
1147;               Affitto, libero            ;madonna-di-campagna;Intera proprietà;51;2;Piano;Intera proprietà;330;;;;ottimo/ristrutturato;centralizzato;None;               A+              
1148;               Affitto            ;madonna-di-campagna;Intera proprietà;51;2;Piano;Classe immobile signorile;375;;;;buono/abitabile;centralizzato;None;               G              
1149;               Affitto            ;madonna-di-campagna;Intera proprietà;75;3;1°;Intera proprietà;410;;;1960.0;buono/abitabile;autonomo;assente;               E              
1150;               Affitto            ;madonna-di-campagna;Intera proprietà;65;2;3°;Intera proprietà;380;50;;1955.0;buono/abitabile;centralizzato;assente;               G              
1151;               Affitto            ;madonna-di-campagna;Intera proprietà;55;2;Piano;Intera proprietà;350;;;1970.0;buono/abitabile;centralizzato;assente;               D              
1152;               Affitto, concordato            ;madonna-di-campagna;Intera proprietà;86;3;2°;Intera proprietà;450;75;70.0;;buono/abitabile;centralizzato;None;               F              
1153;               Affitto, 4+4            ;madonna-di-campagna;Intera proprietà;77;3;2°;Intera proprietà;400;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1154;               Affitto, transitorio            ;madonna-di-campagna;Intera proprietà;60;2;5°;Intera proprietà;400;50;;1960.0;buono/abitabile;centralizzato;assente;               E              
1155;               Affitto            ;madonna-di-campagna;Intera proprietà;85;3;1°;Intera proprietà;450;79;;1965.0;buono/abitabile;centralizzato;assente;               G              
1156;               Affitto, 4+4            ;madonna-di-campagna;Intera proprietà;52;2;Piano;Intera proprietà;330;;;;ottimo/ristrutturato;autonomo;None;               D              
1157;               Affitto, 4+4            ;madonna-di-campagna;Intera proprietà;63;3;Ultimo;Intera proprietà;450;80;;;buono/abitabile;centralizzato;assente;
1158;               Affitto            ;madonna-di-campagna;Intera proprietà;45;2;2°;Intera proprietà;330;35;41.0;1965.0;buono/abitabile;centralizzato;assente;
1159;               Affitto, 4+4            ;madonna-di-campagna;Intera proprietà;50;2;Piano;Intera proprietà;380;50;;1960.0;buono/abitabile;centralizzato;None;               F              
1160;               Affitto            ;madonna-di-campagna;Intera proprietà;46;2;Piano;Intera proprietà;310;25;;;ottimo/ristrutturato;autonomo;autonomo;
1161;               Affitto            ;madonna-di-campagna;Intera proprietà;48;2;3°;Intera proprietà;400;50;;1950.0;ottimo/ristrutturato;centralizzato;None;               F              
1162;               Affitto, libero            ;madonna-di-campagna;Intera proprietà;60;2;2°;Intera proprietà;400;;;1980.0;ottimo/ristrutturato;autonomo;None;               B              
1163;               Affitto, concordato            ;madonna-di-campagna;Intera proprietà;65;2;Ultimo;Intera proprietà;410;52;41.0;1950.0;ottimo/ristrutturato;centralizzato;autonomo;               D              
1164;               Affitto, transitorio            ;madonna-di-campagna;Intera proprietà;56;2;Piano;Intera proprietà;400;50;;1970.0;ottimo/ristrutturato;centralizzato;None;               D              
1165;               Affitto            ;madonna-di-campagna;Intera proprietà;240;5;;Intera proprietà;1500;300;;1980.0;ottimo/ristrutturato;autonomo;None;               E              
1166;               Affitto, concordato            ;madonna-di-campagna;Intera proprietà;60;2;3°;Intera proprietà;360;50;;1940.0;ottimo/ristrutturato;autonomo;assente;               G              
1167;               Affitto, libero            ;madonna-di-campagna;Intera proprietà;60;2;3°;Intera proprietà;450;60;;1965.0;buono/abitabile;centralizzato;None;               G              
1168;               Affitto, 3+2            ;madonna-di-campagna;Intera proprietà;50;2;Piano;Intera proprietà;350;50;;1970.0;buono/abitabile;centralizzato;None;               G              
1169;               Affitto, 3+2            ;madonna-di-campagna;Intera proprietà;50;2;2°;;325;50;;;;centralizzato;None;               E              
1170;               Affitto            ;madonna-di-campagna;Intera proprietà;40;1;Piano;Intera proprietà;294;103;;1955.0;ottimo/ristrutturato;centralizzato;assente;               G              
1171;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;45;2;Piano;Intera proprietà;450;30;29.0;1970.0;ottimo/ristrutturato;centralizzato;assente;               G              
1172;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;95;4;1°;Intera proprietà;800;70;;2000.0;ottimo/ristrutturato;autonomo;assente;               C              
1173;               Affitto, concordato            ;pozzo-strada;Intera proprietà;50;2;2°;Intera proprietà;390;;;;ottimo/ristrutturato;;None;               Non classificabile              
1174;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;50;2;5°;Intera proprietà;500;50;;1960.0;buono/abitabile;centralizzato;autonomo;               F              
1175;               Affitto, libero            ;pozzo-strada;Intera proprietà;80;3;3°;Intera proprietà;490;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1176;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;35;1;3°;Classe immobile signorile;540;50;;2000.0;ottimo/ristrutturato;autonomo;None;               C              
1177;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;50;2;3°;Intera proprietà;350;30;50.0;1950.0;buono/abitabile;autonomo;assente;
1178;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;70;3;3°;Intera proprietà;600;60;;1970.0;ottimo/ristrutturato;centralizzato;None;               D              
1179;               Affitto            ;pozzo-strada;Intera proprietà;50;2;1°;Intera proprietà;450;;;1976.0;ottimo/ristrutturato;centralizzato;assente;               D              
1180;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;45;2;4°;Intera proprietà;450;50;50.0;1967.0;ottimo/ristrutturato;centralizzato;assente;               F              
1181;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;50;2;6°;Classe immobile media;400;50;54.0;1955.0;ottimo/ristrutturato;centralizzato;None;
1182;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;58;2;4°;Intera proprietà;470;60;5.0;1970.0;buono/abitabile;centralizzato;assente;               D              
1183;               Affitto            ;pozzo-strada;Intera proprietà;80;3;Piano;Classe immobile signorile;700;80;50.0;;ottimo/ristrutturato;;None;
1184;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;85;4;3°;Intera proprietà;710;;;;ottimo/ristrutturato;autonomo;autonomo;               D              
1185;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;60;2;2°;Intera proprietà;400;50;40.0;1960.0;;centralizzato;None;
1186;               Affitto, libero            ;pozzo-strada;Intera proprietà;45;2;1°;Intera proprietà;400;30;;;buono/abitabile;autonomo;None;               F              
1187;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;40;2;4°;Intera proprietà;500;;;1960.0;buono/abitabile;centralizzato;None;               F              
1188;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;50;2;2°;Classe immobile media;400;40;;1960.0;buono/abitabile;centralizzato;assente;               F              
1189;               Affitto            ;pozzo-strada;Intera proprietà;90;4;1°;Intera proprietà;700;;;2008.0;ottimo/ristrutturato;autonomo;None;               D              
1190;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;100;4;3°;Intera proprietà;650;;;1970.0;ottimo/ristrutturato;centralizzato;assente;               D              
1191;               Affitto, 4+4            ;pozzo-strada;Intera proprietà;55;2;4°;Intera proprietà;470;70;50.0;;buono/abitabile;centralizzato;assente;               D              
1192;               Affitto            ;pozzo-strada;Intera proprietà;85;3;7°;Intera proprietà;540;;;1970.0;buono/abitabile;centralizzato;assente;
